Area or Hotel,Loop,Loop Total Length,Loop Notes,Track Number,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Esplanade/Main Gates,Esplanade v.3,,,29,The Scare Floor,,Monsters Inc: Mike and Sulley to the Rescue Queue BGM ,2:48,"This track comes from the Monsters Inc: Mike and Sulley to the Rescue Queue BGM (the same loop also plays at Monsters Inc Laugh Floor at Walt Disney World). That loop, which runs 30:11 includes both tracks from the Monsters Inc OST and new arrangements, this track is one of the new arrangements, appearing in that loop in between edits “School” and “Randall Appears,” both from the OST. The Queue BGM track runs 5:11; the Esplanade loop version is edited to exclude 1:06-3:29 of the original track.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,30,Strange Things,,Buzz Lightyear Astro Blasters ,1:05,"This loop from the Buzz Lightyear Astro Blasters score plays in the Planet Zurg scene. Though the loop is included as part of the medley featured on Disneyland official albums since 2005, that medley includes lots of sound effects playing over it as well as crossfades in and out; you would need the source loops in order to reconstruct this track.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,31,Steamboat Willie,,Disneyland Resort Official Album   2013 ,0:52,"This track is from the Mickey’s Toontown BGM loop; it was included in Disneyland Forever and has appeared on a number of official albums including the most recent one, with a running time of 2:08. The loop version starts 1:17 into the album track. Annoyingly there is one small difference between the loop version and the album version- the loop version features a two part ratchet sound effects; the album version only includes the second part of this sound effect. It’s an odd difference, and all the album versions of the track I’ve checked have been identical.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,32,All In The Golden Afternoon,,Tokyo Disneyland 15 Anniversary Music 4: Grand Finale ,2:56,Same as the previous version of the loop.,,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,33,The Time of Your Life,,A Bug's Land BGM ,3:19,"This track is from the A Bug’s Land Area BGM, which features new arrangements of tracks from the A Bug’s Life score and runs 23:43.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,34,Winnie the Pooh Theme,,Winnie the Pooh Queue BGM ,1:20,"Part of this track, from The Many Adventures of Winnie the Pooh Queue BGM, is included in the medley track featured on several official albums, but that only includes the first 31 seconds of the full track.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,35,Hip Hip Pooh-Ray!,,Winnie the Pooh Queue BGM ,0:48,"Tempting though it might be to consider this one track along with Track 32, since they are both from the same loop (The Many Adventures of Winnie the Pooh Queue BGM) they are two separate tracks and are separated by 9 and a half minutes in the Queue loop, which runs a total of 21:15.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade v.3,,,36,Surrey with the Fringe in Top,,Main Street USA BGM 2012 ,1:48,"From the Main Street USA Area BGM, arranged and recorded by Dean Mora, which began playing at Disneyland in 2012.",,,,"April 1, 2017",
Esplanade/Main Gates,Esplanade Pixar Fest,53:50,"Also plays at DCA's Paradise Gardens and its section of the parade route (with a playback time of 01:04:27.374, likely due to a different playback system). Compiled by junglecskipper (MouseBits; 2018)",1,Andy's Birthday,Randy Newman,Toy Story OST ,Edited 00:00-00:13,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,2,End Creditouilles,Michael Giacchino,Ratatouille OST ,Edited 00:00-02:23,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,3,Field Trip,Thomas Newman,Finding Nemo OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,4,First Day of School,Michael Giacchino,Inside Out OST ,Edited 00:00-00:53,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,5,Opening Race,Randy Newman,Cars OST ,Edited 00:00-00:27,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,6,Woody's a Star,Randy Newman,Toy Story 2 OST ,Edited 00:43-01:27,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,7,"Monsters, Inc",Randy Newman,Monsters Inc. OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,8,A Bug's Life Suite,Randy Newman,A Bug's Life OST ,Edited 00:00-01:22,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,9,Up With Titles,Michael Giacchino,Up OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,10,Migration Song,Thomas Newman,Finding Nemo OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,11,Define Dancing,Thomas Newman,WALL-E OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,12,Ride Like the Wind,Randy Newman,Toy Story 2 OST ,Edited 00:56-01:20,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,13,Jessie and the Round Up Gang,Randy Newman,Toy Story 2 OST ,Edited 00:00-00:47,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,14,Fiesta con de la Cruz,Michael Giacchino,Coco OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,15,Fish Who Wander,Thomas Newman,Finding Dory OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,16,You've Got a Friend,Tom Scott,Toy Story 2 OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,17,The Axiom,Thomas Newman,WALL-E OST ,Edited 00:00-01:15,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,18,72 Degrees and Sunny,Thomas Newman,WALL-E OST ,Edited 00:00-00:42,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,19,The Incredits,Michael Giacchino,The Incredibles OST ,Edited 00:00-04:46,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,20,Merida's Home,Patrick Doyle,Brave OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,21,Andy's Birthday,Randy Newman,Toy Story OST ,Edited 00:00-00:13,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,22,The Flik Machine,Randy Newman,A Bug's Life OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,23,Run With the Herd,Mychael Danna,The Good Dinosaur OST ,Edited 01:41-03:19,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,24,Gnarly Chop,Thomas Newman,Finding Dory OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,25,The Turtle Lope,Thomas Newman,Finding Nemo OST ,Edited 01:11-02:04,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,26,Wall*E,Thomas Newman,Wall-e OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,27,Up with End Credits,Micheal Giacchino,Up OST ,Edited 01:41-03:11,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,28,Plaza de la Cruz,Michael Giacchino,Coco OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,29,Fiesta Espectacular,Michael Giacchino,Coco OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,30,The Joy of Credits,Michael Giacchino,Inside Out OST ,Edited 00:00-02:23,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,31,The Cleaner,Randy Newman,Toy Story 2 OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,32,The Scare Floor,Randy Newman,"Monsters, Inc. OST",,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,33,Colette Shows Him Le Ropes,Michael Giacchino,Ratatoullie OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,34,The Glory Days,Michael Giacchino,The Incredibles OST ,Edited 00:00-01:31,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,35,It's Finn McMissile!,Michael Giacchino,Cars 2 OST ,Edited 03:17-04:42,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Pixar Fest,,,36,McQueen and Sally,Randy Newman,Cars OST,,,,,,"April 13, 2018 → September 3, 2018",Pixar Fest
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],31:58,"Tracks in the loop sometimes play over the ending of the previous track, and thus the exact times of the tracks as heard in the loop may be slightly different. See Magic Music: https://community.magicmusic.net/threads/disneyland-esplanade-christmas-loop-2008.5245/ and MouseBits: 
https://mousebits.com/smf/index.php?topic=3783.msg25536#msg25536, and https://mousebits.com/smf/index.php?topic=3860.msg35358#msg35358. This loop did not play in 2012 (that year, the non-holiday loop played). Edit samples are here: https://mousebits.com/smf/index.php?topic=6912.msg58199#msg58199.",1,Fanfare and Clock Parade (from it's a small world Holiday),,A Musical History of Disneyland,1:28,Edited: 00:00 - 01:28,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,2,It's a Small World Holiday Medley,,It's a Small World Holiday Official Soundtrack or A Musical History of Disneyland,3:21,"Edited. Not the same as the 1:55 medley track that has circulated. It is longer and features more of the It's a Small World Theme. A reconstruction of the medley can be made from the official ridethrough. Edited (Based on AMHoD): 01:28 - 03:16, 13:32 - End",,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,3,Holly Jolly Christmas,The Side Street Strutters,Winter Wonderland,2:34,Likely added in 2007,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,4,Santa Claus is Coming to Town,The Bayou Brass Band,A Bayou Brass Christmas,2:49,,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,5,Haunted Mansion Holiday - Graveyard,,the Haunted Mansion Holiday Official Soundtrack,3:00,Edited: 11:22 - 14:23,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,6,Over the Graveyard,,"Haunted Mansion Holiday (Soundtrack, 2002)",1:27,,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,7,Two Step Medley,Michael Martin Murphey,Cowboy Christmas,1:54,,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,8,A Christmas Fantasy Parade - Opening Unit,,,2:36,,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,9,Sleigh Ride,Arthur Fielder and the Boston Pops Orchestra,Christmas in the 90's,2:52,"Versions of the song can be found on several CDs and compilations, you want the one that runs 2:55.",,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,10,Silver Bells,Gramercy Brass,Christmas Time Is Here,1:42,,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,11,Little Saint Nick,The Beach Boys,The Beach Boys' Christmas Album,1:53,Edited: Fades into next track,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,12,Winter Wonderland,Gary Hoey,Ho! Ho! Hoey! II,2:54,,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,13,The Bells of Christmas,,The Santa Clause OST,1:08,"Edited 1:04-end
Likely added in 2007",,,,"November 1, 2005",Christmas
Esplanade/Main Gates,Esplanade Holiday v.1 [REF],,,14,Walt Disney's Parade of Dreams (Finale Unit),,,2:25,,,,,"November 1, 2005",Christmas
Esplanade/Main Gates,DCA Preview Center,,,,Surfing USA,The Beach Boys,,,,,,,,
Esplanade/Main Gates,DCA Preview Center,,,,California Girls,The Beach Boys,,,,,,,,
Esplanade/Main Gates,DCA Preview Center,,,,City Of Angels,Red Hot Chili Peppers,,,,,,,,
Esplanade/Main Gates,DCA Preview Center,,,,The Muppet Show Theme,,,,,,,,,
Esplanade/Main Gates,DCA Preview Center,,"No reference recording exists, but these tracks were remembered by MouseBits members as playing in the preview center (Re: Disney's California Adventure - 1999 Preview Center Loop; 2015",,Hooray for Hollywood,Dorris Day,,,,,,,,
