Land,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Adventureland,Jungle Cruise Queue v.2,,,11,When Buddha Smiles,Benny Goodman and His Orchestra,"Camel Caravan Broadcasts 1939, Vol. II",,Radio interference and jungle sounds are played during this track.,,,Phontastic,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,12,Goodnight Wherever You Are,"Helen Claire, Harry Leader",We'll Meet Again: The Love Songs of World War II,,,,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,13,Moonlight on the Ganges,Tommy Dorsey,We'll Meet Again: The Love Songs of World War II,,"Radio interference and jungle sounds are played during this track, and radio news is heard directly following it.",,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,14,Someone's Rocking My Dream Boat,The Ink Spots,We'll Meet Again: The Love Songs of World War II,,,,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,15,Moonlight Serenade,Glenn Miller Orchestra,A Memorial,,"Radio news is heard directly following this track. Only verified track with 30 second sample, so may not be exact source track.",,,Bluebird,"June 26, 1994",
Adventureland,Jingle Cruise Boathouse v.1 [REF],1:27:37.492,"A preliminary track list for the Disneyland 2013 Jingle Cruise Boathouse BGM. Every loop track has been compared against full-length album tracks and pixelated has noted where a loop track is not an exact match to an album track. Individual track lengths are measured from the start of that track to the start of the following track, so any gap between tracks is included in that time. See MouseBits, https://mousebits.com/smf/index.php?topic=8302.msg77972#msg77972 (2013).",1,Jingle Bells,Mora's Modern Rhythmists,Goblin Market, 00:02:40.439,Preceded by a 2.63 sec. silent gap,9,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,2,Santa Claus Is Comin' To Town,Bing Crosby & The Andrews Sisters, , 00:02:40.044,"The loop version runs ~0.72 secs. slower than the ""A Merry Christmas with Bing Crosby and The Andrews Sisters"" album version. Slowing down the album version causes the first half of the tracks to go slightly out of sync.",,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,3,Mele Kalikimaka,Haleloke Kahauolopua,Christmas With Arthur Godfrey And All The Little Godfreys, 00:01:39.605,The loop version runs ~0.47 secs. slower than the album version.  Slowing down the album version causes the first half of the tracks to go very slightly out of sync.,5,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,3.5,Announcement,,,00:00:59.141,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,4,Winter Wonderland,Ted Weems & His Orchestra, ,00:02:43.371,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,5,Cool Yule,Louis Armstrong,Swingin' Christmas,00:02:52.757,,17,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,5.5,Announcement,,,00:00:15.325,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,6,Sleigh Ride,The Glenn Miller Orchestra,In the Christmas Mood,00:03:41.106,,1,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,7,Blue Christmas (Album Version),The Blue Hawaiians,Christmas On Big Island,00:03:22.594,,5,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,7.5,Announcement,,,00:00:09.600,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,8,Here Comes Santa Claus,Bing Crosby and The Andrews Sisters,A Merry Christmas with Bing Crosby and The Andrews Sisters,00:03:01.146,,15,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,9,Have Yourself a Merry Little Christmas,Ella Fitzgerald,Wishes You A Swinging Christmas,00:02:53.831,,3,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,9.5,Announcement,,,00:00:56.798,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,10,Christmas Island,The Dinning Sisters & Bob Atcher,Christmas Cocktails Part 2 (Ultra Lounge),00:02:24.179,,15,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,10.5,Announcement,,,00:00:47.931,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,11,(Everybody's Waitin' For) The Man With The Bag,Kay Starr,Yule B' Swingin',00:02:39.025,,8,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,11.5,Announcement,,,00:00:12.251,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,12,Mele Kalikimaka,Bing Crosby and The Andrews Sisters, ,00:02:52.633,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,13,Jungle Bells (Album Version),The Blue Hawaiians,Christmas On Big Island,00:03:01.704,,4,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,13.5,Announcement,,,00:00:28.851,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,14,I Want A Hippopotamus For Christmas,Gayla Peevey,Dr. Demento Presents The Greatest Christmas Novelty CD Of All Time, 00:02:34.808,,5,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,15,Santa Claus Is Comin' To Town,Woody Herman, ,00:02:35.596,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,16,Winter Wonderland,Jerry Byrd,Christmas In Hawaii,00:02:23.429,,2,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,16.5,Announcement,,,00:00:14.088,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,17,Let It Snow! Let It Snow! Let It Snow!,Ella Fitzgerald,Wishes You A Swinging Christmas,00:02:41.169,,8,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,17.5,Announcement,,,00:00:32.031,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,18,Meet Me Under The Mistletoe,Dick Robertson,Swingin' Christmas,00:02:47.198,,6,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,19,Jingle Bells (in Hawaiian),Genoa Keawe & Her Hawaiians,Santa's Gone Hawaiian!,00:02:35.614,,5,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,19.5,Announcement,,,00:00:07.441,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,20,Merry Christmas Polka,The Andrews Sisters, ,00:02:46.967,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,21,What Will Santa Claus Say,Louis Prima,Swingin' Christmas,00:03:08.839,,1,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,21.5,Announcement,,,00:00:19.941,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,22,It's Beginning To Look Like Christmas,Bing Crosby,White Christmas,00:02:44.162,,10,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,22.5,Announcement,,,00:00:11.747,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,23,"Jing-A-Ling, Jing-A-Ling",The Andrews Sisters, ,00:02:51.313,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,24,Winter Weather,Benny Goodman,Swingin' Christmas,00:02:59.902,,7,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,25,Winter Wonderland,Ella Fitzgerald,Wishes You A Swinging Christmas,00:02:13.829,,9,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,25.5,Announcement,,,00:00:59.835,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,26,Santa Claus Came In The Spring,Benny Goodman,Swingin' Christmas,00:03:05.358,,5,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,27,Santa Claus Got Stuck In My Chimney,Ella Fitzgerald,Wishes You A Swinging Christmas,00:03:04.372,,14,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,28,Swingin' Them Jingle Bells,Fats Waller,Swingin' Christmas,00:03:04.372,,2,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,28.5,Announcement,,,00:00:29.936,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,29,I Want A Hippopotamus For Christmas,Gayla Peevey, ,00:02:35.447,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.1 [REF],,,29.5,Announcement,,,00:00:13.115,,,,,"November 12, 2013 → January 1, 2014",Christmas
Adventureland,Jingle Cruise Boathouse v.2 [INC],Unknown,"Starting in 2014, a second version of the Jingle Cruise loop played with no announcements between tracks and the second “I want a Hippopotamus for Christmas” track was removed. Apparently, ""Rudolf the Red Nosed Reindeer"" by Arthur Lyman (the same one heard on the Trader Sam's Christmas loop) is also included in the loop. See MouseBits, https://mousebits.com/smf/index.php?topic=8302.msg83713;topicseen#msg83713 (2014).",1,See loop notes and v.1,,,,,,,,,Christmas
Adventureland,Tropical Hideaway daytime,01:05:17.473,"This loop plays at the Tropical Hideaway counter-service restaurant during the day. Track listing compiled by pixelated. See MouseBits, https://mousebits.com/smf/index.php?topic=9972.msg93530#msg93530 (2018).",1,Hawaiian Honeymoon,The Waikiki Beach Boys,Hawaiian Favourites,00:01:46.403,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,2,Adventureland,Disney Concert Orchestra,Walt Disney Takes You To Disneyland,00:01:44.152,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,3,Chant of the Jungle,Augie Colon,Chant of the Jungle [partial],00:01:37.142,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,4,Adventureland,Disney Concert Orchestra,Walt Disney Takes You To Disneyland,00:02:05.022,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,5,Orange Tamore,Arthur Lyman,Isle of Enchantment,00:02:02.726,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,6,Jungle Drums,Ted Heath,Britxotica! London's Rarest Primitive Pop and Savage Jazz,00:02:51.899,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,7,Manchurian Melody,Les Baxter,The Primiitve and the Passionate,00:01:50.310,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,8,Chiu Chiu,Augie Colon,Chant of the Jungle,00:01:48.333,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,9,Kalua,Billy Mure,Hawaiian Percussion,00:00:53.574,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,10,Tradewind,Eden Ahbez,Eden's Island,00:01:26.464,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,11,Lemon Tree,Arthur Lyman,Lyman '66,00:02:39.361,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,12,Love Dance,Les Baxter,Ritual of the Savage,00:02:06.695,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,13,Adventureland,Disney Concert Orchestra,Walt Disney Takes You To Disneyland,00:02:58.543,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,14,Thème de Huayno,Los Incas,Los Incas (Chants et danses de l'Amerique latine),00:03:02.724,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,15,Jungle Drums,Augie Colon,Chant of the Jungle,00:02:34.281,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,16,Sea Nymph,Les Baxter,Jewels of the Sea,00:01:42.317,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,17,Rey quiché,Guatemala Traditional,"""Mexique - Guatemala - Mexico - Guatemala: Marimbas"" (Air Mail Music Collection)",00:02:00.973,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,18,Legend of the Rain (Instrumental),Waitiki,"Paradise Lost & Found, Songs of Hawaii Old and New",00:02:25.919,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,19,Temple of Gold,Les Baxter,Sacred Idol,00:04:23.073,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,20,Aloha Ia O Wai 'Anae,Sonny Chillingworth,Sonny Chillingworth,00:02:12.604,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,21,Frenesi,Augie Colon,Chant of the Jungle,00:03:58.557,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,22,Elfenchor,Jacques Offenbach (comp.),Walt Disney's Enchanted Tiki Room,00:00:52.869,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,23,Life Has Its Trials,Dorothy Ashby,Afro-Harping,00:02:19.394,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,24,Cuchibamba,Les Baxter,Tamboo!,00:01:26.240,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,25,Mi linda kelly,Guatemala Traditional,"""Mexique - Guatemala - Mexico - Guatemala: Marimbas"" (Air Mail Music Collection)",00:02:42.740,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,26,Adventureland,Disney Concert Orchestra,Walt Disney Takes You To Disneyland,00:02:24.369,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,27,Primitiva,Augie Colon,Chant of the Jungle,00:03:17.370,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,28,Tangi Tika,Arthur Lyman,Arthur Lyman on Screen,00:02:26.429,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,29,Jungle Drums,Chaino,The Best of Jungle Echoes,00:00:48.633,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway daytime,,,30,The Girl Behind the Bamboo Curtain,Les Baxter,The Soul of the Drums,00:00:48.357,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,01:23:27.631,"This loop plays at the Tropical Hideaway counter-service restaurant at night. Track listing compiled by pixelated. See MouseBits, https://mousebits.com/smf/index.php?topic=9972.msg93530#msg93530 (2018).",1,Elfenchor,Jacques Offenbach (comp.),Walt Disney's Enchanted Tiki Room,00:02:26.473,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,2,Hilawe,Arthur Lyman,Hawaiian Sunset,00:01:06.506,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,3,Adventureland,Disney Concert Orchestra,Walt Disney Takes You to Disneyland,00:00:54.720,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,4,Moon Goddess,Don Ralke,The Savage and the Sensuous Bongos,00:02:46.152,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,5,Manila,Waitiki,Charred Mammal Flesh: Exotic Music for BBQ,00:04:24.485,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,6,The Palace of the Tiger Women,Kava Kon,Tiki for the Atomic Age,00:02:20.535,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,7,La Paloma,Arthur Lyman,The Very Best of Arthur Lyman,00:02:27.695,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,8,El Naddaha,Ìxtahuele,Call of the Islands,00:02:39.867,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,9,Ritual of the Cobra,Don Ralke,The Savage and the Sensuous Bongos,00:02:33.864,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,10,Brazil (Bossa Nova),Arthur Lyman,Cotton Fields,00:02:00.710,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,11,Adventureland,Disney Concert Orchestra,Walt Disney Takes You to Disneyland,00:01:14.883,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,12,"Lord, What a Morning",Les Baxter,The Soul of the Drums,00:03:55.251,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,13,Green Lemonade,Kenny Sasaki & The Tiki Boys,Bird Island,00:02:44.299,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,14,The Rose of Bukhara,Ìxtahuele,Mareld,00:03:38.248,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,15,Black Panther,Don Ralke,The Savage and the Sensuous Bongos,00:03:11.977,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,16,Adventureland,Disney Concert Orchestra,Walt Disney Takes You to Disneyland,00:00:48.913,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,17,Cave of Uldo,Waitiki,Charred Mammal Flesh: Exotic Music for BBQ,00:02:35.616,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,18,Yellow Bird,Arthur Lyman,Yellow Bird,00:02:38.319,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,19,Damballah,Mop Mop,Isle of Magic,00:04:49.066,,,,,"December 19, 2018",
Adventureland,Tropical Hideaway nighttime,,,20,Market Place,Eden Ahbez,Eden's Island,00:02:24.941,,,,,"December 19, 2018",
